tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt23782140,Vaazhai,Tamil,India,"In mid-1998, in the village ofKarungulam, southernTamil Nadu, the primary occupation is harvesting raw banana bunches and transporting them to lorries, for which a meager payment of₹1(equivalent to₹5.00 or 5.3¢ US in 2023) per bunch is made. Sivanaindhan and Sekar are two adolescent friends. Sivanaindhan has a crush on his social science teacher, Poongodi, and even swears a false oath when caught with her lost handkerchief. Despite being a bright student, Sivanaindhan is forced to lug banana bunches during weekends due to poverty. He and Sekar, fearing the labour-intensive work, sought excuses to avoid it. However, Sivanaindhan's mother insists he works to repay the advance credit she had received, pledging her son's labour.",['Drama'],"['nm12564583', ' nm11872344', ' nm5296909', ' nm12342396', ' nm6836452']",2024,134,5546,7.7,0.6,5.4
tt1275861,Under the Mountain,English,New Zealand,"Teenage twins Rachel and Theo travel to Auckland to stay with relatives following the sudden death of their mother. Where there was once a psychic bond between them, now there is a rift as Theo, particularly, refuses to confront his grief. Rachel reaches out to him, but is rebuffed.","['Adventure', 'Drama', 'Fantasy']","['nm3099765', ' nm0000554', ' nm3099156', ' nm0238135', ' nm3117856']",2009,90,2307,4.8,5.0,2.251
tt1270797,Venom,English,United States,"While exploring space for new habitable worlds, a probe belonging to the bio-engineering corporationLife Foundationdiscovers a comet covered insymbiotic lifeforms. The probe returns to Earth with four samples, but one escapes and causes the ship to crash inMiri. The Life Foundation transports the other three to their research facility inSan Francisco, where they discover that the symbiotes cannot survive without oxygen-breathing hosts, which often fatally reject the symbiosis. Investigative journalistEddie Brockreads about the human trials in a classified document in the possession of his fiancéeAnne Weying, an attorney preparing a lawsuit defense for the Life Foundation. Eddie confronts Life Foundation CEOCarlton Drakeabout the trials, leading to Eddie and Anne both losing their jobs and Anne ending her relationship with Eddie.","['Action', 'Adventure', 'Sci-Fi']","['nm0362766', ' nm0362766', ' nm0931329', ' nm1981893', ' nm1981893']",2018,112,606253,6.6,0.0,0.001
tt0117716,Virus,English Russian,United States,"AkademikVladislav Volkov, aRussianresearch vessel in theSouth Pacific, communicates with the orbiting space stationMir. An energy source traveling through space strikesMir, killing thecosmonautsand beaming itself down toVolkov. The electrical surge takes over the ship and attacks the crew.","['Action', 'Thriller']","['nm0098372', ' nm0684522', ' nm0288944', ' nm0440511', ' nm0677139']",1996,87,718,3.1,75.0,30.7
tt0020538,Untamed,English,United States,"An oil prospector, Henry ""Hank"" Dowling, has raised his free-spirited daughter, Alice ""Bingo"" Dowling, in the jungle of South America. He asks his friend, Ben Murchison, to come work with him onoil wellsthat have made him rich. Just as Ben arrives with his friend, Howard Presley, Hank is killed by a transient oil worker who has designs on Bingo.","['Drama', 'Romance']","['nm0001076', ' nm0599910', ' nm0868458', ' nm0378555', ' nm0587534']",1929,86,830,5.4,0.229,0.974
tt0129501,Untamed,English,United States,"An oil prospector, Henry ""Hank"" Dowling, has raised his free-spirited daughter, Alice ""Bingo"" Dowling, in the jungle of South America. He asks his friend, Ben Murchison, to come work with him onoil wellsthat have made him rich. Just as Ben arrives with his friend, Howard Presley, Hank is killed by a transient oil worker who has designs on Bingo.","['Adult', 'Comedy', 'Drama']","['nm0662403', ' nm0504126', ' nm2742645', ' nm0798827', ' nm0751570']",1978,81,81,6.1,0.229,0.974
tt10806040,Valimai,Tamil,India,"InChennai, anoutlaw motorcycle gangcalled Satan's Slaves are involved indrug rackets,snatch theftand murders, which are headed by Naren aka Wolfranga. With the increase in such crimes getting out of hand, thecity commissionerVijayakumar assigns the case toACPArjun Kumar fromMadurai, who is known for his peculiar way of handling justice; breaking one of the limbs of the convicted so that they never repeat their crimes, originating from the moral values instilled by his mother Lakshmi.","['Action', 'Crime', 'Drama']","['nm0015001', ' nm4806622', ' nm8257146', ' nm3260483', ' nm1153351']",2022,178,21464,6.0,18.0,23.832
tt0129502,Unthinkable,English,United States,"An American formerDelta Forceoperator, Steven Younger, makes a videotape. Los Angeles-based FBI Special Agent Helen Brody and her team are summoned to a high school, commandeered by the military as ablack siteholding Younger (calling himself Yusuf Mohamed). They watch Yusuf's tape, showing three nuclear bombs in separate U.S. cities, timed for synchronous explosions if his demands are not met.",['Adult'],"['nm0519368', ' nm0088297', ' nm0005183', ' nm0410010', ' nm0928582']",1984,86,94,7.0,15.0,5.5
tt12765534,Victoria,German English,Germany,"Victoria is a Spanish woman who moved toBerlinand has been living there for three months. She works in a cafe for a meager wage, and does not know anybody in the city. In addition, she does not speak much German, and her only common language with the people around her is English. Leaving a club at around 4 o’clock in the morning after a night of dancing and drinking, she meets four young men who are denied entry to the club. They are “Sonne” (sun), “Boxer”, “Blinker” (turn signal), and “Fuß” (foot). The men, who are celebrating Fuß' birthday, invite her to take a walk through the city and she agrees. After stealing some alcohol from an all night shop, they all get on the roof of an apartment building where they drink and smoke marijuana together, while Boxer reveals that he spent time in jail for hurting someone.",['Drama'],"['nm6636779', ' nm8078503', ' nm2846120', ' nm1487547', ' nm2567788']",2020,88,60,6.0,0.488,6.71
tt4110972,Vellimoonga,Malayalam,India,Mamachan is an unmarried politician in his forties. He works in a relatively unknown party based in North India that barely has any presence in Kerala. He is subject to taunts and retorts to this though he is the national leader of the party he belongs to.,"['Comedy', 'Romance']","['nm0579756', ' nm6264784', ' nm4028151', ' nm3981484', ' nm3981484']",2014,129,2740,7.6,0.336,2.4
tt0080710,Under Siege,English,United States France,"The battleshipUSSMissouri(BB-63)arrives atPearl Harbor, where PresidentGeorge H. W. Bushannounces that the ship will be decommissioned in California.Casey Ryback, aCPOand a culinary specialist, is preparing meals to celebrateCOCaptainAdams' birthday, against the orders of executive officerCommanderKrill, who has arranged for food and entertainment to be brought by helicopter. Krill provokes a tussle with Ryback. Unable to imprison Ryback in the brig without the captain's approval, Krill detains him in the walk-in fridge, placing Marine Private Nash on guard. The helicopter arrives with a musical band and caterers, accompanied byPlayboyPlaymateJordan Tate.","['Action', 'Crime', 'Drama']","['nm0926183', ' nm0409420', ' nm0577867', ' nm0830153', ' nm0704719']",1980,93,262,5.7,30.0,0.0
tt0217869,Unbreakable,English,United States,"In 1961Philadelphia, baby Elijah Price is born with a broken arm and leg, caused by Type Iosteogenesis imperfecta, a rare disease that renders his bones extremely fragile and prone to fracture.","['Drama', 'Mystery', 'Sci-Fi']","['nm0000246', ' nm0000168', ' nm0000705', ' nm0004829', ' nm0940128']",2000,106,467635,7.3,75.0,0.0
tt11390180,Upon the Magic Roads,Russian,Russia,"The story begins with an old farmer calling out his three sons and showing them a trampled field of wheat. The father instructs his sons to stand guard at night, so that they will find out who trampled the wheat, and the brothers, in turn, send the youngest,Ivan the fool(John), there instead.","['Adventure', 'Fantasy']","['nm5475514', ' nm11323431', ' nm11058895', ' nm1125711', ' nm11202915']",2021,111,1615,5.7,7.7,19.0
tt0081695,Up the Academy,English,United States,"Four troublemaking young men are assigned to Weinberg Military Academy as punishment for their antics:, Chooch, the heir to an organized crime family; Ike, a faith healer's son; Hash, the son of an Arab sheik; and Oliver, whose governor father is up for re-election. In charge over these new recruits is sadistic Major Vaughn Liceman. Three of the four new recruits establish themselves as troublemakers from the start, but Chooch wants to go straight and focuses on his studies. Short time after they are joined by a new roommate, Rodney, who was expelled from other schools because of his pyromaniac tendencies.",['Comedy'],"['nm0500038', ' nm0114894', ' nm0001494', ' nm0162906', ' nm0404446']",1980,87,2041,4.7,5.0,10.0
tt4699388,Up for Love,French,"France, Belgium","Diane is a lawyer who went through a divorce a few years ago. After losing her phone, she receives a call from Alexandre, a funny and charming man who found the phone and intends to return it. As the conversation goes on, the two hit it off and decide to arrange a date. Diane heads for the meeting with great expectations only to realise Alexandre is very short (he is 1.36 m). Nonetheless, she tries to overcome her prejudices and accept Alexandre as he is.","['Comedy', 'Romance']","['nm0241121', ' nm1812637', ' nm0434806', ' nm1137610', ' nm2023483']",2016,98,9971,6.3,14.2,8.3
tt0088330,Until September,English,United States,"Moe Alexander (Karen Allen) is an American tourist inParis. When she misses her plane home, she ends up being stuck in Paris for a while until her visa gets approved and goes to stay at the apartment of a friend who is away for the summer. There she meets Xavier de la Perouse (Thierry Lhermitte), a wealthy French banker. Xavier is married but his wife and family are away. As he spends time with Moe, their mutual attraction is overwhelming and they fall in love.","['Drama', 'Romance']","['nm0000261', ' nm0508293', ' nm0147392', ' nm0167768', ' nm0577996']",1984,95,886,5.7,3.5,4.239
tt0281322,Undisputed,English,United States,"Heavyweight boxing champion George 'The Iceman' Chambers is convicted of rape and sentenced to six to eight years at Sweetwater, a new prison in the Mojave desert. The high-security facility is populated by hardened criminals. Unaware of the prison's ways and its unique hierarchy, the pompous and bratty Chambers tries to impress upon the inmates his status as a champion boxer.","['Action', 'Crime', 'Drama']","['nm0000648', ' nm0000609', ' nm0000393', ' nm0740264', ' nm0781218']",2002,94,36856,6.1,17.5,14.9
tt2241691,Under the Rainbow,French,France,"Laura is still waiting for Prince Charming at the age of 24. So when Sandro appears at a party, exactly like her Prince would in her dreams, she thinks she's found the right one. But then again, when she meets Maxime, Laura starts to wonder if some Princes could be more charming than others? Of course Sandro has problems of his own : his father, Pierre, just bumped into Madam Irma at his father's funeral and this reminded him of the date of his own death which Madame Irma had predicted ages ago. Now Pierre is unable to make any plans, not with his new partner Eleonore, nor with Sandro. And Maxime has his own problems, and so does Eleonore, Marianne, Jacqueline and many others. But don't worry, in the end, they'll all live happily ever after.","['Comedy', 'Drama', 'Romance']","['nm0094724', ' nm0418450', ' nm1570563', ' nm0045870', ' nm1483904']",2013,112,1511,5.8,6.5,8.6
